1200;1050;900;1200;1050;900;1200;1050;900
10;10;10;1;1;1;0.1;0.1;0.1
1.89E+13;3.43E+13;5.67E+13;1.27E+13;2.54E+13;4.52E+13;5.15E+12;1.81E+13;2.87E+13
1.90E+13;3.45E+13;5.71E+13;1.28E+13;2.55E+13;4.55E+13;5.15E+12;1.81E+13;2.89E+13
1.90E+13;3.47E+13;5.75E+13;1.28E+13;2.56E+13;4.58E+13;5.15E+12;1.81E+13;2.91E+13
1.91E+13;3.48E+13;5.79E+13;1.28E+13;2.57E+13;4.61E+13;5.15E+12;1.82E+13;2.92E+13
1.91E+13;3.50E+13;5.83E+13;1.28E+13;2.58E+13;4.64E+13;5.15E+12;1.82E+13;2.94E+13
1.92E+13;3.52E+13;5.87E+13;1.29E+13;2.59E+13;4.67E+13;5.15E+12;1.83E+13;2.95E+13
1.93E+13;3.54E+13;5.91E+13;1.29E+13;2.60E+13;4.70E+13;5.16E+12;1.83E+13;2.97E+13
1.93E+13;3.56E+13;5.96E+13;1.29E+13;2.62E+13;4.73E+13;5.16E+12;1.83E+13;2.98E+13
1.94E+13;3.58E+13;6.00E+13;1.29E+13;2.63E+13;4.76E+13;5.16E+12;1.83E+13;3.00E+13
1.94E+13;3.59E+13;6.04E+13;1.30E+13;2.64E+13;4.79E+13;5.16E+12;1.84E+13;3.01E+13
1.95E+13;3.61E+13;6.08E+13;1.30E+13;2.65E+13;4.82E+13;5.17E+12;1.84E+13;3.03E+13
1.95E+13;3.63E+13;6.12E+13;1.30E+13;2.66E+13;4.85E+13;5.17E+12;1.84E+13;3.04E+13
1.96E+13;3.65E+13;6.16E+13;1.30E+13;2.67E+13;4.88E+13;5.17E+12;1.84E+13;3.06E+13
1.96E+13;3.66E+13;6.20E+13;1.30E+13;2.68E+13;4.91E+13;5.17E+12;1.84E+13;3.07E+13
1.97E+13;3.68E+13;6.24E+13;1.30E+13;2.69E+13;4.94E+13;5.18E+12;1.84E+13;3.08E+13
1.97E+13;3.70E+13;6.28E+13;1.31E+13;2.70E+13;4.97E+13;5.18E+12;1.84E+13;3.10E+13
1.97E+13;3.71E+13;6.32E+13;1.31E+13;2.71E+13;5.00E+13;5.19E+12;1.84E+13;3.11E+13
1.98E+13;3.73E+13;6.35E+13;1.31E+13;2.72E+13;5.03E+13;5.19E+12;1.84E+13;3.13E+13
1.98E+13;3.75E+13;6.39E+13;1.31E+13;2.73E+13;5.06E+13;5.19E+12;1.84E+13;3.14E+13
1.99E+13;3.76E+13;6.43E+13;1.31E+13;2.74E+13;5.09E+13;5.20E+12;1.84E+13;3.15E+13
1.99E+13;3.78E+13;6.47E+13;1.32E+13;2.75E+13;5.11E+13;5.20E+12;1.84E+13;3.17E+13
2.00E+13;3.80E+13;6.51E+13;1.32E+13;2.76E+13;5.14E+13;5.21E+12;1.84E+13;3.18E+13
2.00E+13;3.81E+13;6.55E+13;1.32E+13;2.77E+13;5.17E+13;5.21E+12;1.84E+13;3.20E+13
2.01E+13;3.83E+13;6.59E+13;1.32E+13;2.78E+13;5.20E+13;5.21E+12;1.84E+13;3.21E+13
2.01E+13;3.84E+13;6.63E+13;1.32E+13;2.79E+13;5.23E+13;5.22E+12;1.84E+13;3.22E+13
2.01E+13;3.86E+13;6.67E+13;1.32E+13;2.80E+13;5.26E+13;5.22E+12;1.84E+13;3.23E+13
2.02E+13;3.88E+13;6.71E+13;1.33E+13;2.81E+13;5.28E+13;5.23E+12;1.84E+13;3.25E+13
2.02E+13;3.89E+13;6.74E+13;1.33E+13;2.81E+13;5.31E+13;5.23E+12;1.83E+13;3.26E+13
2.03E+13;3.91E+13;6.78E+13;1.33E+13;2.82E+13;5.34E+13;5.23E+12;1.83E+13;3.27E+13
2.03E+13;3.92E+13;6.82E+13;1.33E+13;2.83E+13;5.37E+13;5.24E+12;1.83E+13;3.29E+13
2.03E+13;3.94E+13;6.86E+13;1.33E+13;2.84E+13;5.40E+13;5.24E+12;1.83E+13;3.30E+13
2.04E+13;3.95E+13;6.90E+13;1.33E+13;2.85E+13;5.42E+13;5.25E+12;1.82E+13;3.31E+13
2.04E+13;3.97E+13;6.93E+13;1.33E+13;2.86E+13;5.45E+13;5.25E+12;1.82E+13;3.32E+13
2.04E+13;3.98E+13;6.97E+13;1.33E+13;2.87E+13;5.48E+13;5.25E+12;1.82E+13;3.34E+13
2.05E+13;4.00E+13;7.01E+13;1.34E+13;2.88E+13;5.51E+13;5.26E+12;1.82E+13;3.35E+13
2.05E+13;4.01E+13;7.05E+13;1.34E+13;2.88E+13;5.53E+13;5.26E+12;1.81E+13;3.36E+13
2.05E+13;4.03E+13;7.09E+13;1.34E+13;2.89E+13;5.56E+13;5.26E+12;1.81E+13;3.37E+13
2.06E+13;4.04E+13;7.12E+13;1.34E+13;2.90E+13;5.59E+13;5.27E+12;1.81E+13;3.39E+13
2.06E+13;4.06E+13;7.16E+13;1.34E+13;2.91E+13;5.61E+13;5.27E+12;1.80E+13;3.40E+13
2.06E+13;4.07E+13;7.20E+13;1.34E+13;2.92E+13;5.64E+13;5.27E+12;1.80E+13;3.41E+13
2.07E+13;4.09E+13;7.23E+13;1.34E+13;2.92E+13;5.67E+13;5.28E+12;1.80E+13;3.42E+13
2.07E+13;4.10E+13;7.27E+13;1.34E+13;2.93E+13;5.69E+13;5.28E+12;1.79E+13;3.43E+13
2.07E+13;4.11E+13;7.31E+13;1.34E+13;2.94E+13;5.72E+13;5.28E+12;1.79E+13;3.45E+13
2.08E+13;4.13E+13;7.35E+13;1.35E+13;2.95E+13;5.75E+13;5.28E+12;1.78E+13;3.46E+13
2.08E+13;4.14E+13;7.38E+13;1.35E+13;2.96E+13;5.77E+13;5.29E+12;1.78E+13;3.47E+13
2.08E+13;4.16E+13;7.42E+13;1.35E+13;2.96E+13;5.80E+13;5.29E+12;1.78E+13;3.48E+13
2.09E+13;4.17E+13;7.46E+13;1.35E+13;2.97E+13;5.83E+13;5.29E+12;1.77E+13;3.49E+13
2.09E+13;4.18E+13;7.49E+13;1.35E+13;2.98E+13;5.85E+13;5.29E+12;1.77E+13;3.50E+13
2.09E+13;4.20E+13;7.53E+13;1.35E+13;2.99E+13;5.88E+13;5.29E+12;1.76E+13;3.51E+13
2.09E+13;4.21E+13;7.56E+13;1.35E+13;2.99E+13;5.90E+13;5.30E+12;1.76E+13;3.53E+13
2.10E+13;4.22E+13;7.60E+13;1.35E+13;3.00E+13;5.93E+13;5.30E+12;1.75E+13;3.54E+13
2.10E+13;4.24E+13;7.64E+13;1.35E+13;3.01E+13;5.96E+13;5.30E+12;1.75E+13;3.55E+13
2.10E+13;4.25E+13;7.67E+13;1.35E+13;3.01E+13;5.98E+13;5.30E+12;1.75E+13;3.56E+13
2.10E+13;4.26E+13;7.71E+13;1.36E+13;3.02E+13;6.01E+13;5.30E+12;1.74E+13;3.57E+13
2.11E+13;4.28E+13;7.74E+13;1.36E+13;3.03E+13;6.03E+13;5.30E+12;1.74E+13;3.58E+13
2.11E+13;4.29E+13;7.78E+13;1.36E+13;3.04E+13;6.06E+13;5.30E+12;1.73E+13;3.59E+13
2.11E+13;4.30E+13;7.82E+13;1.36E+13;3.04E+13;6.08E+13;5.30E+12;1.73E+13;3.60E+13
2.11E+13;4.31E+13;7.85E+13;1.36E+13;3.05E+13;6.11E+13;5.30E+12;1.72E+13;3.61E+13
2.12E+13;4.33E+13;7.89E+13;1.36E+13;3.06E+13;6.13E+13;5.31E+12;1.72E+13;3.62E+13
2.12E+13;4.34E+13;7.92E+13;1.36E+13;3.06E+13;6.16E+13;5.31E+12;1.71E+13;3.63E+13
2.12E+13;4.35E+13;7.96E+13;1.36E+13;3.07E+13;6.18E+13;5.31E+12;1.71E+13;3.64E+13
2.12E+13;4.36E+13;7.99E+13;1.36E+13;3.08E+13;6.21E+13;5.31E+12;1.70E+13;3.65E+13
2.13E+13;4.38E+13;8.03E+13;1.36E+13;3.08E+13;6.23E+13;5.31E+12;1.70E+13;3.66E+13
2.13E+13;4.39E+13;8.06E+13;1.36E+13;3.09E+13;6.26E+13;5.31E+12;1.69E+13;3.67E+13
2.13E+13;4.40E+13;8.10E+13;1.36E+13;3.09E+13;6.28E+13;5.31E+12;1.69E+13;3.68E+13
2.13E+13;4.41E+13;8.13E+13;1.36E+13;3.10E+13;6.31E+13;5.31E+12;1.68E+13;3.69E+13
2.13E+13;4.42E+13;8.17E+13;1.36E+13;3.11E+13;6.33E+13;5.31E+12;1.68E+13;3.70E+13
2.14E+13;4.44E+13;8.20E+13;1.37E+13;3.11E+13;6.35E+13;5.31E+12;1.67E+13;3.71E+13
2.14E+13;4.45E+13;8.24E+13;1.37E+13;3.12E+13;6.38E+13;5.31E+12;1.66E+13;3.72E+13
2.14E+13;4.46E+13;8.27E+13;1.37E+13;3.13E+13;6.40E+13;5.31E+12;1.66E+13;3.73E+13
2.14E+13;4.47E+13;8.30E+13;1.37E+13;3.13E+13;6.43E+13;5.31E+12;1.65E+13;3.74E+13
2.15E+13;4.48E+13;8.34E+13;1.37E+13;3.14E+13;6.45E+13;5.31E+12;1.65E+13;3.75E+13
2.15E+13;4.49E+13;8.37E+13;1.37E+13;3.14E+13;6.47E+13;5.31E+12;1.64E+13;3.76E+13
2.15E+13;4.51E+13;8.41E+13;1.37E+13;3.15E+13;6.50E+13;5.31E+12;1.64E+13;3.77E+13
2.15E+13;4.52E+13;8.44E+13;1.37E+13;3.15E+13;6.52E+13;5.31E+12;1.63E+13;3.78E+13
2.15E+13;4.53E+13;8.47E+13;1.37E+13;3.16E+13;6.55E+13;5.30E+12;1.63E+13;3.79E+13
2.15E+13;4.54E+13;8.51E+13;1.37E+13;3.17E+13;6.57E+13;5.30E+12;1.62E+13;3.80E+13
2.16E+13;4.55E+13;8.54E+13;1.37E+13;3.17E+13;6.59E+13;5.30E+12;1.62E+13;3.81E+13
2.16E+13;4.56E+13;8.58E+13;1.37E+13;3.18E+13;6.62E+13;5.30E+12;1.61E+13;3.82E+13
2.16E+13;4.57E+13;8.61E+13;1.37E+13;3.18E+13;6.64E+13;5.30E+12;1.61E+13;3.82E+13
2.16E+13;4.58E+13;8.64E+13;1.37E+13;3.19E+13;6.66E+13;5.30E+12;1.60E+13;3.83E+13
2.16E+13;4.59E+13;8.68E+13;1.37E+13;3.19E+13;6.68E+13;5.30E+12;1.60E+13;3.84E+13
2.17E+13;4.60E+13;8.71E+13;1.37E+13;3.20E+13;6.71E+13;5.30E+12;1.59E+13;3.85E+13
2.17E+13;4.61E+13;8.74E+13;1.37E+13;3.20E+13;6.73E+13;5.30E+12;1.58E+13;3.86E+13
2.17E+13;4.63E+13;8.77E+13;1.37E+13;3.21E+13;6.75E+13;5.30E+12;1.58E+13;3.87E+13
2.17E+13;4.64E+13;8.81E+13;1.37E+13;3.21E+13;6.78E+13;5.30E+12;1.57E+13;3.88E+13
2.17E+13;4.65E+13;8.84E+13;1.38E+13;3.22E+13;6.80E+13;5.30E+12;1.57E+13;3.89E+13
2.17E+13;4.66E+13;8.87E+13;1.38E+13;3.22E+13;6.82E+13;5.30E+12;1.56E+13;3.89E+13
2.17E+13;4.67E+13;8.91E+13;1.38E+13;3.23E+13;6.84E+13;5.30E+12;1.56E+13;3.90E+13
2.18E+13;4.68E+13;8.94E+13;1.38E+13;3.23E+13;6.87E+13;5.30E+12;1.55E+13;3.91E+13
2.18E+13;4.69E+13;8.97E+13;1.38E+13;3.24E+13;6.89E+13;5.30E+12;1.55E+13;3.92E+13
2.18E+13;4.70E+13;9.00E+13;1.38E+13;3.24E+13;6.91E+13;5.30E+12;1.54E+13;3.93E+13
2.18E+13;4.71E+13;9.04E+13;1.38E+13;3.25E+13;6.93E+13;5.29E+12;1.54E+13;3.94E+13
2.18E+13;4.72E+13;9.07E+13;1.38E+13;3.25E+13;6.95E+13;5.29E+12;1.53E+13;3.94E+13
2.18E+13;4.73E+13;9.10E+13;1.38E+13;3.26E+13;6.98E+13;5.29E+12;1.53E+13;3.95E+13
2.19E+13;4.74E+13;9.13E+13;1.38E+13;3.26E+13;7.00E+13;5.29E+12;1.52E+13;3.96E+13
2.19E+13;4.75E+13;9.16E+13;1.38E+13;3.27E+13;7.02E+13;5.29E+12;1.52E+13;3.97E+13
2.19E+13;4.75E+13;9.20E+13;1.38E+13;3.27E+13;7.04E+13;5.29E+12;1.51E+13;3.98E+13
2.19E+13;4.76E+13;9.23E+13;1.38E+13;3.28E+13;7.06E+13;5.29E+12;1.51E+13;3.98E+13
2.19E+13;4.77E+13;9.26E+13;1.38E+13;3.28E+13;7.09E+13;5.29E+12;1.50E+13;3.99E+13
2.19E+13;4.78E+13;9.29E+13;1.38E+13;3.29E+13;7.11E+13;5.29E+12;1.49E+13;4.00E+13
2.19E+13;4.79E+13;9.32E+13;1.38E+13;3.29E+13;7.13E+13;5.29E+12;1.49E+13;4.01E+13
